Series Name,"Series Code","Country Name","Country Code","2019 [YR2019]"
"Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","Virgin Islands (U.S.)","VIR","31.85"
"Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","West Bank and Gaza","PSE","45.982"
"Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","Yemen, Rep.","YEM","57.83"
"Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","Zambia","ZMB","122.836"
"Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","Zimbabwe","ZWE","97.354"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Afghanistan","AFG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Albania","ALB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Algeria","DZA","53.6"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","American Samoa","ASM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Andorra","AND",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Angola","AGO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Antigua and Barbuda","ATG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Argentina","ARG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Armenia","ARM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Aruba","ABW",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Australia","AUS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Austria","AUT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Azerbaijan","AZE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bahamas, The","BHS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bahrain","BHR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bangladesh","BGD","62.7"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Barbados","BRB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Belarus","BLR","52.6"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Belgium","BEL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Belize","BLZ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Benin","BEN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bermuda","BMU",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bhutan","BTN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bolivia","BOL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bosnia and Herzegovina","BIH",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Botswana","BWA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Brazil","BRA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","British Virgin Islands","VGB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Brunei Darussalam","BRN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Bulgaria","BGR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Burkina Faso","BFA","32.5"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Burundi","BDI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cabo Verde","CPV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cambodia","KHM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cameroon","CMR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Canada","CAN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cayman Islands","CYM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Central African Republic","CAF","17.8"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Chad","TCD","8.1"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Channel Islands","CHI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Chile","CHL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","China","CHN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Colombia","COL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Comoros","COM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Congo, Dem. Rep.","COD",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Congo, Rep.","COG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Costa Rica","CRI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cote d'Ivoire","CIV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Croatia","HRV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cuba","CUB","69.1"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Curacao","CUW",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Cyprus","CYP",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Czechia","CZE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Denmark","DNK",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Djibouti","DJI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Dominica","DMA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Dominican Republic","DOM","62.8"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Ecuador","ECU","77.9"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Egypt, Arab Rep.","EGY",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","El Salvador","SLV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Equatorial Guinea","GNQ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Eritrea","ERI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Estonia","EST",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Ethiopia","ETH","41.4"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Faroe Islands","FRO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Fiji","FJI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Finland","FIN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","France","FRA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","French Polynesia","PYF",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Gabon","GAB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Gambia, The","GMB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Georgia","GEO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Germany","DEU",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Ghana","GHA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Gibraltar","GIB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Greece","GRC",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Greenland","GRL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Grenada","GRD",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Guam","GUM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Guatemala","GTM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Guinea","GIN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Guinea-Bissau","GNB","21.2"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Guyana","GUY",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Haiti","HTI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Honduras","HND","69.4"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Hong Kong SAR, China","HKG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Hungary","HUN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Iceland","ISL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","India","IND",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Indonesia","IDN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Iran, Islamic Rep.","IRN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Iraq","IRQ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Ireland","IRL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Isle of Man","IMN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Israel","ISR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Italy","ITA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Jamaica","JAM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Japan","JPN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Jordan","JOR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kazakhstan","KAZ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kenya","KEN","59.7"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kiribati","KIR","33.6"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Korea, Dem. People's Rep.","PRK",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Korea, Rep.","KOR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kosovo","XKX",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kuwait","KWT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Kyrgyz Republic","KGZ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Lao PDR","LAO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Latvia","LVA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Lebanon","LBN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Lesotho","LSO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Liberia","LBR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Libya","LBY",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Liechtenstein","LIE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Lithuania","LTU",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Luxembourg","LUX",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Macao SAR, China","MAC",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","North Macedonia","MKD","59.9"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Madagascar","MDG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Malawi","MWI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Malaysia","MYS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Maldives","MDV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mali","MLI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Malta","MLT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Marshall Islands","MHL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mauritania","MRT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mauritius","MUS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mexico","MEX",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Micronesia, Fed. Sts.","FSM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Moldova","MDA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Monaco","MCO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mongolia","MNG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Montenegro","MNE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Morocco","MAR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Mozambique","MOZ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Myanmar","MMR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Namibia","NAM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Nauru","NRU",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Nepal","NPL","46.7"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Netherlands","NLD",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","New Caledonia","NCL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","New Zealand","NZL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Nicaragua","NIC",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Niger","NER",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Nigeria","NGA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Northern Mariana Islands","MNP",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Norway","NOR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Oman","OMN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Pakistan","PAK","34"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Palau","PLW",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Panama","PAN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Papua New Guinea","PNG",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Paraguay","PRY",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Peru","PER","75.9"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Philippines","PHL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Poland","POL",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Portugal","PRT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Puerto Rico","PRI",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Qatar","QAT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Romania","ROU",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Russian Federation","RUS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Rwanda","RWA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Samoa","WSM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","San Marino","SMR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sao Tome and Principe","STP","49.7"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Saudi Arabia","SAU","27.6"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Senegal","SEN","26.9"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Serbia","SRB","62.3"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Seychelles","SYC",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sierra Leone","SLE","21.2"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Singapore","SGP",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sint Maarten (Dutch part)","SXM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Slovak Republic","SVK",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Slovenia","SVN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Solomon Islands","SLB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Somalia","SOM","6.9"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","South Africa","ZAF",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","South Sudan","SSD",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Spain","ESP",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sri Lanka","LKA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","St. Kitts and Nevis","KNA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","St. Lucia","LCA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","St. Martin (French part)","MAF",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","St. Vincent and the Grenadines","VCT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sudan","SDN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Suriname","SUR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Eswatini","SWZ",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Sweden","SWE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Switzerland","CHE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Syrian Arab Republic","SYR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Tajikistan","TJK",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Tanzania","TZA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Thailand","THA","73"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Timor-Leste","TLS",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Togo","TGO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Tonga","TON","29.3"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Trinidad and Tobago","TTO",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Tunisia","TUN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Turkiye","TUR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Turkmenistan","TKM","49.7"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Turks and Caicos Islands","TCA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Tuvalu","TUV",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Uganda","UGA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Ukraine","UKR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","United Arab Emirates","ARE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","United Kingdom","GBR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","United States","USA",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Uruguay","URY",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Uzbekistan","UZB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Vanuatu","VUT",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Venezuela, RB","VEN",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Viet Nam","VNM","76.5"
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Virgin Islands (U.S.)","VIR",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","West Bank and Gaza","PSE",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Yemen, Rep.","YEM",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Zambia","ZMB",".."
"Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","Zimbabwe","ZWE",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Afghanistan","AFG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Albania","ALB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Algeria","DZA","98.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","American Samoa","ASM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Andorra","AND",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Angola","AGO",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Antigua and Barbuda","ATG",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Argentina","ARG","99.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Armenia","ARM",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Aruba","ABW",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Australia","AUS","98.8"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Austria","AUT","98.4"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Azerbaijan","AZE","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bahamas, The","BHS","99"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bahrain","BHR","99.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bangladesh","BGD","59"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Barbados","BRB","98"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Belarus","BLR","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Belgium","BEL",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Belize","BLZ","95.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Benin","BEN",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bermuda","BMU",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bhutan","BTN","96.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bolivia","BOL","81.1"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bosnia and Herzegovina","BIH","99.9"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Botswana","BWA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Brazil","BRA","98.4"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","British Virgin Islands","VGB",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Brunei Darussalam","BRN","99.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Bulgaria","BGR","92.3"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Burkina Faso","BFA",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Burundi","BDI","98.6"
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cabo Verde","CPV",".."
Births attended by skilled health staff (% of total),"SH.STA.BRTC.ZS","Cambodia","KHM",".."
